classe;caderno;grupo;codigo_cc;descricao;unid;nova;codins;insumo;unidins;tipo_insumo;nome_obra;id_ccoi_elemento;id_appropriation_composition;app_inicio;app_fim;qntd;qs;data;qntd_acum;qs_acum;ip_d;ip_acum;elemento
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2265;36707;2021-09-01 07:10:00 UTC;2021-09-01 07:24:00 UTC;0,233333333;0,43;2021-09-01 07:17:00 UTC;0,466666667;0,86;0,542635659;0,542635659;2
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2264;36706;2021-09-01 07:10:00 UTC;2021-09-01 07:24:00 UTC;0,233333333;0,43;2021-09-01 07:17:00 UTC;0,466666667;0,86;0,542635659;0,542635659;2
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2262;36699;2021-09-01 09:33:00 UTC;2021-09-01 09:37:00 UTC;0,066666667;0,43;2021-09-01 09:35:00 UTC;0,533333333;1,29;0,15503876;0,413436693;3
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2263;36698;2021-09-01 09:33:00 UTC;2021-09-01 09:37:00 UTC;0,066666667;0,43;2021-09-01 09:35:00 UTC;0,533333333;1,29;0,15503876;0,413436693;3
LIXAMENTO MECÂNICO;EDIF;ESTRUTURA;03-40-24;LIXAMENTO MECÂNICO EM SUPERFÍCIES DE CONCRETO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2351;36660;2021-09-01 07:20:00 UTC;2021-09-01 11:50:00 UTC;4,5;3,74;2021-09-01 09:35:00 UTC;27,54666667;94,43;1,203208556;0,291715204;6
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2262;36699;2021-09-01 09:33:00 UTC;2021-09-01 09:37:00 UTC;0,066666667;0,43;2021-09-01 09:35:00 UTC;0,6;1,72;0,15503876;0,348837209;4
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2263;36698;2021-09-01 09:33:00 UTC;2021-09-01 09:37:00 UTC;0,066666667;0,43;2021-09-01 09:35:00 UTC;0,6;1,72;0,15503876;0,348837209;4
LIXAMENTO MECÂNICO;EDIF;ESTRUTURA;03-40-24;LIXAMENTO MECÂNICO EM SUPERFÍCIES DE CONCRETO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2351;36660;2021-09-01 07:20:00 UTC;2021-09-01 11:50:00 UTC;4,5;3,74;2021-09-01 09:35:00 UTC;32,04666667;98,17;1,203208556;0,326440528;7
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2260;36672;2021-09-01 10:05:00 UTC;2021-09-01 10:11:00 UTC;0,1;0,43;2021-09-01 10:08:00 UTC;0,7;2,15;0,23255814;0,325581395;5
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2261;36671;2021-09-01 10:05:00 UTC;2021-09-01 10:11:00 UTC;0,1;0,43;2021-09-01 10:08:00 UTC;0,7;2,15;0,23255814;0,325581395;5
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2260;36672;2021-09-01 10:05:00 UTC;2021-09-01 10:11:00 UTC;0,1;0,43;2021-09-01 10:08:00 UTC;0,8;2,58;0,23255814;0,310077519;6
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2261;36671;2021-09-01 10:05:00 UTC;2021-09-01 10:11:00 UTC;0,1;0,43;2021-09-01 10:08:00 UTC;0,8;2,58;0,23255814;0,310077519;6
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2267;36764;2021-09-01 11:00:00 UTC;2021-09-01 11:07:00 UTC;0,116666667;0,43;2021-09-01 11:03:30 UTC;0,916666667;3,01;0,271317829;0,304540421;7
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2266;36763;2021-09-01 11:00:00 UTC;2021-09-01 11:07:00 UTC;0,116666667;0,43;2021-09-01 11:03:30 UTC;0,916666667;3,01;0,271317829;0,304540421;7
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2267;36764;2021-09-01 11:00:00 UTC;2021-09-01 11:07:00 UTC;0,116666667;0,43;2021-09-01 11:03:30 UTC;1,033333333;3,44;0,271317829;0,300387597;8
ELETRODUTO 1;EDIF;INSTALACOES ELETRICAS;09-02-24;"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2""";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2266;36763;2021-09-01 11:00:00 UTC;2021-09-01 11:07:00 UTC;0,116666667;0,43;2021-09-01 11:03:30 UTC;1,033333333;3,44;0,271317829;0,300387597;8
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2090;37414;2021-09-01 09:00:00 UTC;2021-09-01 14:30:00 UTC;4,016666667;0,69;2021-09-01 11:45:00 UTC;46,35333333;28,19;5,821256039;1,644318316;10
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;;MARTELETE ROMPEDOR ELÉTRICO;H;EQUIPAMENTO;;1239;37415;2021-09-01 09:00:00 UTC;2021-09-01 14:30:00 UTC;4,016666667;0,69;2021-09-01 11:45:00 UTC;46,35333333;28,19;5,821256039;1,644318316;10
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2090;37414;2021-09-01 09:00:00 UTC;2021-09-01 14:30:00 UTC;4,016666667;0,69;2021-09-01 11:45:00 UTC;50,37;28,88;5,821256039;1,744113573;11
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;;MARTELETE ROMPEDOR ELÉTRICO;H;EQUIPAMENTO;;1239;37415;2021-09-01 09:00:00 UTC;2021-09-01 14:30:00 UTC;4,016666667;0,69;2021-09-01 11:45:00 UTC;50,37;28,88;5,821256039;1,744113573;11
SARJETÃO;INFRA;PAVIMENTAÇÃO;05-19-02;CONSTRUÇÃO DE SARJETA OU SARJETÃO DE CONCRETO - FCK= 20,0MPA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8461;36638;2021-09-01 08:30:00 UTC;2021-09-01 15:10:00 UTC;13,33333333;5,76;2021-09-01 11:50:00 UTC;29,13;22,11;2,314814815;1,317503392;5
SARJETÃO;INFRA;PAVIMENTAÇÃO;05-19-02;CONSTRUÇÃO DE SARJETA OU SARJETÃO DE CONCRETO - FCK= 20,0MPA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8462;36639;2021-09-01 08:30:00 UTC;2021-09-01 15:10:00 UTC;17,16666667;5,76;2021-09-01 11:50:00 UTC;54,23333333;22,11;2,980324074;2,45288708;5
SARJETÃO;INFRA;PAVIMENTAÇÃO;05-19-02;CONSTRUÇÃO DE SARJETA OU SARJETÃO DE CONCRETO - FCK= 20,0MPA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8461;36638;2021-09-01 08:30:00 UTC;2021-09-01 15:10:00 UTC;13,33333333;5,76;2021-09-01 11:50:00 UTC;42,46333333;27,87;2,314814815;1,523621576;6
SARJETÃO;INFRA;PAVIMENTAÇÃO;05-19-02;CONSTRUÇÃO DE SARJETA OU SARJETÃO DE CONCRETO - FCK= 20,0MPA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8462;36639;2021-09-01 08:30:00 UTC;2021-09-01 15:10:00 UTC;17,16666667;5,76;2021-09-01 11:50:00 UTC;71,4;27,87;2,980324074;2,56189451;6
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12700;37942;2021-09-01 09:30:00 UTC;2021-09-01 14:32:00 UTC;2,6;21;2021-09-01 12:01:00 UTC;2,6;21;0,123809524;0,123809524;1
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;;MANTA GEOTÊXTIL;M2;OUTROS;;12699;37943;2021-09-01 09:30:00 UTC;2021-09-01 14:32:00 UTC;21;21;2021-09-01 12:01:00 UTC;21;21;1;1;1
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12700;37942;2021-09-01 09:30:00 UTC;2021-09-01 14:32:00 UTC;2,6;21;2021-09-01 12:01:00 UTC;5,2;42;0,123809524;0,123809524;2
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;;MANTA GEOTÊXTIL;M2;OUTROS;;12699;37943;2021-09-01 09:30:00 UTC;2021-09-01 14:32:00 UTC;21;21;2021-09-01 12:01:00 UTC;42;42;1;1;2
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10044;36743;2021-09-01 13:25:00 UTC;2021-09-01 13:58:00 UTC;0,566666667;0,03;2021-09-01 13:41:30 UTC;0,566666667;0,03;18,88888889;18,88888889;1
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;10043;36781;2021-09-01 13:25:00 UTC;2021-09-01 13:58:00 UTC;0,083333333;0,03;2021-09-01 13:41:30 UTC;0,083333333;0,03;2,777777778;2,777777778;1
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10044;36743;2021-09-01 13:25:00 UTC;2021-09-01 13:58:00 UTC;0,566666667;0,03;2021-09-01 13:41:30 UTC;1,133333333;0,06;18,88888889;18,88888889;2
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;10043;36781;2021-09-01 13:25:00 UTC;2021-09-01 13:58:00 UTC;0,083333333;0,03;2021-09-01 13:41:30 UTC;0,166666667;0,06;2,777777778;2,777777778;2
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12341;36746;2021-09-01 13:37:00 UTC;2021-09-01 13:59:00 UTC;0,266666667;13,55;2021-09-01 13:48:00 UTC;1,1;57,63;0,019680197;0,019087281;3
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12342;36751;2021-09-01 13:37:00 UTC;2021-09-01 13:59:00 UTC;0,17;13,55;2021-09-01 13:48:00 UTC;1,17;57,63;0,012546125;0,020301926;3
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12341;36746;2021-09-01 13:37:00 UTC;2021-09-01 13:59:00 UTC;0,266666667;13,55;2021-09-01 13:48:00 UTC;1,366666667;71,18;0,019680197;0,01920015;4
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12342;36751;2021-09-01 13:37:00 UTC;2021-09-01 13:59:00 UTC;0,17;13,55;2021-09-01 13:48:00 UTC;1,34;71,18;0,012546125;0,018825513;4
LIMPEZA COM ESCOVA DE AÇO;EDIF;ESTRUTURA;03-40-18;LIMPEZA DE CONCRETO E ARMADURA COM ESCOVA DE AÇO;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;11322;36766;2021-09-01 14:13:00 UTC;2021-09-01 14:19:00 UTC;0,1;0,11;2021-09-01 14:16:00 UTC;1,229993333;1,38;0,909090909;0,891299517;8
LIMPEZA COM ESCOVA DE AÇO;EDIF;ESTRUTURA;03-40-18;LIMPEZA DE CONCRETO E ARMADURA COM ESCOVA DE AÇO;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;11322;36766;2021-09-01 14:13:00 UTC;2021-09-01 14:19:00 UTC;0,1;0,11;2021-09-01 14:16:00 UTC;1,329993333;1,49;0,909090909;0,892612975;9
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12343;36769;2021-09-01 14:19:00 UTC;2021-09-01 14:24:00 UTC;0,083333333;1,3;2021-09-01 14:21:30 UTC;1,45;72,48;0,064102564;0,020005519;5
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12344;36771;2021-09-01 14:19:00 UTC;2021-09-01 14:24:00 UTC;0,125;1,3;2021-09-01 14:21:30 UTC;1,465;72,48;0,096153846;0,020212472;5
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12343;36769;2021-09-01 14:19:00 UTC;2021-09-01 14:24:00 UTC;0,083333333;1,3;2021-09-01 14:21:30 UTC;1,533333333;73,78;0,064102564;0,020782507;6
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12344;36771;2021-09-01 14:19:00 UTC;2021-09-01 14:24:00 UTC;0,125;1,3;2021-09-01 14:21:30 UTC;1,59;73,78;0,096153846;0,021550556;6
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9096;36880;2021-09-02 08:12:00 UTC;2021-09-02 08:56:00 UTC;1,9;10,8;2021-09-02 08:34:00 UTC;2,733333333;33,09;0,175925926;0,082603002;4
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9092;36882;2021-09-02 08:12:00 UTC;2021-09-02 08:56:00 UTC;0,3;10,8;2021-09-02 08:34:00 UTC;0,516666667;21,6;0,027777778;0,023919753;2
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9097;36880;2021-09-02 08:12:00 UTC;2021-09-02 08:56:00 UTC;1,9;10,8;2021-09-02 08:34:00 UTC;2,733333333;33,09;0,175925926;0,082603002;4
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9093;36882;2021-09-02 08:12:00 UTC;2021-09-02 08:56:00 UTC;0,3;10,8;2021-09-02 08:34:00 UTC;0,516666667;21,6;0,027777778;0,023919753;2
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9104;37018;2021-09-01 11:37:00 UTC;2021-09-03 08:36:00 UTC;0,883333333;8,33;2021-09-02 10:06:30 UTC;3,616666667;41,42;0,106042417;0,087316916;5
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9105;37018;2021-09-01 11:37:00 UTC;2021-09-03 08:36:00 UTC;0,883333333;8,33;2021-09-02 10:06:30 UTC;3,616666667;41,42;0,106042417;0,087316916;5
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8563;36720;2021-09-01 09:15:00 UTC;2021-09-03 11:46:00 UTC;14,75;7,04;2021-09-02 10:30:30 UTC;73,85666667;132,69;2,095170455;0,556610646;12
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8564;36722;2021-09-01 09:15:00 UTC;2021-09-03 11:46:00 UTC;24,58333333;7,04;2021-09-02 10:30:30 UTC;98,44;139,73;3,491950758;0,704501539;13
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;;RETROESCAVADEIRA;H;EQUIPAMENTO;;8565;36719;2021-09-01 09:15:00 UTC;2021-09-03 11:46:00 UTC;0,266666667;7,04;2021-09-02 10:30:30 UTC;2,316666667;85,59;0,037878788;0,027067025;8
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;8566;36718;2021-09-01 09:15:00 UTC;2021-09-03 11:46:00 UTC;0,266666667;7,04;2021-09-02 10:30:30 UTC;2,316666667;85,59;0,037878788;0,027067025;8
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;94043;MARTELETE ROMPEDOR PNEUMÁTICO;H;EQUIPAMENTO;;8561;36717;2021-09-01 09:15:00 UTC;2021-09-03 11:46:00 UTC;4,916666667;7,04;2021-09-02 10:30:30 UTC;24,62666667;85,59;0,698390152;0,287728317;8
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9102;36935;2021-09-02 10:53:00 UTC;2021-09-02 11:21:00 UTC;0,466666667;10,8;2021-09-02 11:07:00 UTC;4,083333333;52,22;0,043209877;0,078194817;6
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9098;36937;2021-09-02 10:53:00 UTC;2021-09-02 11:21:00 UTC;0,466666667;10,8;2021-09-02 11:07:00 UTC;0,983333333;32,4;0,043209877;0,030349794;3
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9103;36935;2021-09-02 10:53:00 UTC;2021-09-02 11:21:00 UTC;0,466666667;10,8;2021-09-02 11:07:00 UTC;4,083333333;52,22;0,043209877;0,078194817;6
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9099;36937;2021-09-02 10:53:00 UTC;2021-09-02 11:21:00 UTC;0,466666667;10,8;2021-09-02 11:07:00 UTC;0,983333333;32,4;0,043209877;0,030349794;3
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2086;36899;2021-09-02 08:00:00 UTC;2021-09-02 14:40:00 UTC;5,5;0,72;2021-09-02 11:20:00 UTC;55,87;29,6;7,638888889;1,8875;12
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;;MARTELETE ROMPEDOR ELÉTRICO;H;EQUIPAMENTO;;1235;36965;2021-09-02 08:00:00 UTC;2021-09-02 14:40:00 UTC;5,5;0,72;2021-09-02 11:20:00 UTC;55,87;29,6;7,638888889;1,8875;12
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12698;37937;2021-09-02 09:10:00 UTC;2021-09-02 13:49:00 UTC;1,266666667;24,5;2021-09-02 11:29:30 UTC;6,466666667;66,5;0,05170068;0,097243108;3
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;;MANTA GEOTÊXTIL;M2;OUTROS;;12697;37938;2021-09-02 09:10:00 UTC;2021-09-02 13:49:00 UTC;24,5;24,5;2021-09-02 11:29:30 UTC;66,5;66,5;1;1;3
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-05;CONCRETO FCK=15,0MPA - VIRADO NA OBRA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8419;36923;2021-09-02 09:30:00 UTC;2021-09-02 13:38:00 UTC;5,4;1,24;2021-09-02 11:34:00 UTC;24,96333333;5,17;4,35483871;4,828497743;5
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-05;CONCRETO FCK=15,0MPA - VIRADO NA OBRA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8420;36924;2021-09-02 09:30:00 UTC;2021-09-02 13:38:00 UTC;12;1,24;2021-09-02 11:34:00 UTC;49,83333333;5,17;9,677419355;9,638942618;5
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10047;36907;2021-09-02 09:19:00 UTC;2021-09-02 14:25:00 UTC;1,6;0,11;2021-09-02 11:52:00 UTC;2,733333333;0,17;14,54545455;16,07843137;3
